id,resource_type,locator,translatable_string
4718ca0c-cdf7-4b76-bd9b-4626406cd1c6,EXAMPLE_TEXT,"workspace.intents[intent=""location_info""].examples[7].text","""What's the address of your Mumbai store?"""
f34f7192-531c-4fcb-8515-afd6deaaa85d,EXAMPLE_TEXT,"workspace.intents[intent=""location_info""].examples[8].text","""What's the address of your Sydney store?"""
cde2398e-c198-4f01-bae4-9ed33bb06604,EXAMPLE_TEXT,"workspace.intents[intent=""location_info""].examples[9].text","""Where are you physically located?"""
7f10956d-51a9-4d0d-9b86-b5443f6623dc,EXAMPLE_TEXT,"workspace.intents[intent=""location_info""].examples[10].text","""Where are your stores?"""
2ce48596-53ca-4bb5-b72c-f6a427074617,EXAMPLE_TEXT,"workspace.intents[intent=""location_info""].examples[11].text","""Where is your Mumbai store?"""
9bc90fd0-ec83-4ca9-9cae-076091186a83,EXAMPLE_TEXT,"workspace.intents[intent=""Thank_you""].examples[0].text","""Appreciate it"""
e4a10828-422f-40fe-a317-75eea380dcd7,EXAMPLE_TEXT,"workspace.intents[intent=""Thank_you""].examples[1].text","""Cheers"""
28f8b8f9-d89a-44c5-a441-84e99b52d7cf,EXAMPLE_TEXT,"workspace.intents[intent=""Thank_you""].examples[2].text","""Thanks"""
86bfc4ba-dbc0-46f4-a1a6-3135a7885201,EXAMPLE_TEXT,"workspace.intents[intent=""Thank_you""].examples[3].text","""Thank you"""
ce8a62ec-cebd-4f47-8084-7f7a896800bb,EXAMPLE_TEXT,"workspace.intents[intent=""Thank_you""].examples[4].text","""Tnxxx"""
e9d91364-759c-4cbf-8a85-075da5e49008,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Jasmine""].value","""Jasmine"""
28c1a001-797c-44ba-8b97-19e5631e85c0,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Jasmine""].synonyms[0]","""jasmane"""
36defd00-60a0-481f-85c2-0d706f92beb6,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Jasmine""].synonyms[1]","""jesmine"""
6fd759c0-2efe-4497-ae1b-7625cba7edfa,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lavender""].value","""Lavender"""
39e3b1a5-cc21-42e2-aa8b-8513a988f8f6,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lavender""].synonyms[0]","""lavandar"""
297b1859-3478-436e-9583-f98fdcc04bca,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lavender""].synonyms[1]","""lavondar"""
5a70db41-4f71-41d3-9db5-f008e51a6c5a,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lily""].value","""Lily"""
6b04a156-cad2-4286-bae1-78235c4cb8b5,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lily""].synonyms[0]","""lilly"""
f4b5629e-3df8-4853-9627-d92a12d16bfa,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lily""].synonyms[1]","""lolly"""
ee443886-fa9e-4695-8cd1-9616c498d6ef,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lotus""].value","""Lotus"""
0199c471-820b-4dfb-8f93-19bff82f9e52,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lotus""].synonyms[0]","""latas"""
e830dd24-0706-44e5-bcdb-4cf14ad0cd45,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Lotus""].synonyms[1]","""Lotas"""
e71af537-7abc-4cfe-9304-b80be2cca7cc,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Rose""].value","""Rose"""
7f71c722-b9fc-4bb2-b8d5-80713be40d0f,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Rose""].synonyms[0]","""Rase"""
f5ca9699-e701-4c82-b2da-7184f488906e,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Rose""].synonyms[1]","""Roose"""
57ea1fd6-98db-4e34-acba-fab483216b0f,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Sunflower""].value","""Sunflower"""
31cff926-a65d-4079-b80a-40d0023b7537,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Sunflower""].synonyms[0]","""Sanflower"""
15544661-dc75-460d-90e4-775543b0ee40,ENTITY_VALUE,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Tulip""].value","""Tulip"""
e243afaf-b1b2-4e4f-adc2-daf4aa07bcae,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Tulip""].synonyms[0]","""tulap"""
38cecbd1-b4f3-48bf-a907-457294f85218,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""flowers""].values[type=""synonyms"", value=""Tulip""].synonyms[1]","""tulep"""
fcb1eb41-c696-402d-a4da-968da61f9972,ENTITY_VALUE,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Mumbai""].value","""Mumbai"""
a0ef470c-3f2a-46e8-a436-1585f66100f4,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Mumbai""].synonyms[0]","""Bandra"""
7d6ad44f-5ad7-44de-b8ca-3ce6ab07628c,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Mumbai""].synonyms[1]","""BKC"""
f4917b6d-f3a6-467c-8d3e-ab75312be00a,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Mumbai""].synonyms[2]","""Bombay"""
f9db5103-dace-4def-8354-63fc49d5fca4,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Mumbai""].synonyms[3]","""CSTM"""
913aa115-8e63-43d3-addb-3dcbb46e8400,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Mumbai""].synonyms[4]","""Thane"""
569555c8-3e83-4689-ac6e-0bf104ff2d8c,ENTITY_VALUE,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Pune""].value","""Pune"""
e58dc0ac-62a0-45fb-a09e-924aec322ee9,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Pune""].synonyms[0]","""Baner"""
5e89de07-f715-4028-a983-4bd4b717f1ae,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Pune""].synonyms[1]","""Pona"""
e07fe2b8-5102-44a1-8c62-eb912c6e2160,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Pune""].synonyms[2]","""Poona"""
a41b6fb0-ff85-403c-8456-62a820a0efd0,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Pune""].synonyms[3]","""Puna"""
3307fd08-8afe-4567-b95a-858359d771ce,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Pune""].synonyms[4]","""Shivaji Nagar"""
d7e017cb-2dfa-415e-a8f6-dc8b32782bf0,ENTITY_VALUE,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Sydney""].value","""Sydney"""
23e1b65c-763a-4410-9d19-f27b9e8b0b1c,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""location""].values[type=""synonyms"", value=""Sydney""].synonyms[0]","""Australia"""
007acb84-a9bd-40e3-9c90-b6421f8051f1,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Anniversary""].value","""Anniversary"""
ac5fe626-9f7f-49f6-a820-375c773ef17f,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Birthday""].value","""Birthday"""
319779a9-f826-4d74-8574-4e4362ba23bf,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Birthday""].synonyms[0]","""b-day"""
d4dc4520-9247-4121-830c-cb5cce56a4a0,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Birthday""].synonyms[1]","""bday"""
8456bda2-d1ca-4762-9a9d-f1154c130eb3,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Birthday""].synonyms[2]","""birth day"""
dcb6f1b4-1ffb-46b5-90d4-f305f18510e7,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Christmas""].value","""Christmas"""
04644ac4-3568-4de0-a223-64d33cb2db53,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Christmas""].synonyms[0]","""Dec 25"""
056508e8-b201-471b-80c8-80a86351936a,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Christmas""].synonyms[1]","""December 25"""
20006d08-d54d-49c9-a45b-8dd87804ce2f,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Christmas""].synonyms[2]","""December 25th"""
a477ba94-8334-4da1-b10c-a2f92c6d513b,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Christmas""].synonyms[3]","""Yule"""
42a07096-0d8a-4e03-9dab-144211effff3,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Congratulations""].value","""Congratulations"""
a014220d-ccba-4824-bc95-90d21cd51249,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Congratulations""].synonyms[0]","""award"""
5c152a5e-6049-41ab-90eb-93df73ab0902,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Congratulations""].synonyms[1]","""success"""
a6a19986-d898-4f70-bf3d-b3b05f98b438,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].value","""Funeral"""
d4c3f3fe-21d3-4a48-8269-36930b600bfa,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].synonyms[0]","""celebration of life"""
cb322c9a-8dea-41d3-86ff-1120da8d373c,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].synonyms[1]","""condolences"""
7b21f230-c2f9-4199-826b-519be3dfe23e,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].synonyms[2]","""grief"""
29523d9a-9fb2-44cc-b38c-43f35bef6657,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].synonyms[3]","""sorrow"""
203faeb9-0ebb-4a95-9528-033365d71977,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].synonyms[4]","""sympathy"""
124a0ff9-a7b4-49ff-845a-baf9e5ec334e,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Funeral""].synonyms[5]","""wake"""
81c0e912-75fe-4896-a482-73c18c074187,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Get Well""].value","""Get Well"""
d344de94-bb8f-4ac7-bfff-4484dd5fcaa1,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Get Well""].synonyms[0]","""cancer"""
01d7ac85-1c98-4358-91ed-23177cd5369d,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Get Well""].synonyms[1]","""disease"""
e5f663cd-a324-426c-acee-05418ce3a672,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Get Well""].synonyms[2]","""hospital"""
b9a8efcb-28af-4c8e-ae47-6fe7ed216867,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Get Well""].synonyms[3]","""ill"""
7e26732c-b5dc-4818-9d04-8490c6bbb6f2,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Get Well""].synonyms[4]","""sickness"""
d17e9ab9-1a98-49cf-a710-dc41b92393e4,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Graduation""].value","""Graduation"""
c38096ef-f22f-4f7a-bae5-903a7331c4db,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Graduation""].synonyms[0]","""commencement"""
a0af380a-2c4f-4331-a78d-cc16b5fa9846,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Graduation""].synonyms[1]","""grad"""
060c6e3e-82aa-4277-bd07-5b18b24121a5,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Graduation""].synonyms[2]","""graduate"""
cc868eb0-3198-4533-88d1-ba6551796c08,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Graduation""].synonyms[3]","""graduating"""
80bc7350-93ae-4393-b670-276e4b7fc1e1,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Mother's Day""].value","""Mother's Day"""
794be34b-42b7-49d2-8f64-b151ae1735ea,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Mother's Day""].synonyms[0]","""Mom's Day"""
0ccdbd44-a5c5-4695-a1da-0996a19824ba,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Mother's Day""].synonyms[1]","""Mothering Sunday"""
d8c2a2fa-e0b5-4f84-85d2-f653c30b3e94,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Mother's Day""].synonyms[2]","""Mum's Day"""
65a4fc0c-85e0-49ba-a6b3-82d2fcf27e21,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Retirement""].value","""Retirement"""
f0cd47ac-7f69-43d7-bccc-f2ede31a5472,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Valentine's Day""].value","""Valentine's Day"""
46c98645-d36e-4389-97c1-36fc41749ce5,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Valentine's Day""].synonyms[0]","""Feb 14"""
40edcd07-e526-4794-be4b-40da4cdbda4d,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Valentine's Day""].synonyms[1]","""February 14"""
16911865-95a6-4248-bc44-14228c15aa19,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Valentine's Day""].synonyms[2]","""February 14th"""
390bebe0-c76e-4a82-8b5d-e23b44e26748,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Valentine's Day""].synonyms[3]","""heart day"""
0deb2e81-781b-4bee-9c16-cb13da6cec4c,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Valentine's Day""].synonyms[4]","""valentines"""
87eab3f5-7bc9-43df-9b94-356182884779,ENTITY_VALUE,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Wedding""].value","""Wedding"""
5bb8b295-4d93-43f7-a935-fca6b357815f,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Wedding""].synonyms[0]","""best man"""
583d8475-a4ab-4088-bde1-e336e6868c7b,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Wedding""].synonyms[1]","""bride"""
f0e698c6-3d27-4b76-b975-e45e60e65f79,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Wedding""].synonyms[2]","""bridesmaid"""
b494ff14-13d8-405f-972f-8320d6ac46da,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""occasion""].values[type=""synonyms"", value=""Wedding""].synonyms[3]","""groom"""
6de12000-4963-4b52-a1d9-89132df6a5a9,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""boyfriend""].value","""boyfriend"""
303fe710-0e3b-4468-b6a2-6d0b7ac76266,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""boyfriend""].synonyms[0]","""beau"""
a3546aaf-c24f-4a86-ad0e-f56ed37e9e86,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""couple""].value","""couple"""
e4bb6516-c1cb-4b71-93cf-35e9801267c2,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""father""].value","""father"""
3adc3f03-cc56-4644-8eb6-a0ef1a04ac44,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""father""].synonyms[0]","""dad"""
4010cea4-b099-492a-85e6-662ffff3a57e,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""father""].synonyms[1]","""daddy"""
06d10a54-8870-42d1-bfc3-da383ca3422c,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""father""].synonyms[2]","""pops."""
720848a2-8cce-4f10-8ec3-6c634e4d30ed,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].value","""friend"""
df694391-3860-43d8-b7ec-b4ed6bb95f2e,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[0]","""acquaintance"""
6d907203-3d24-4bb9-9ffd-871e9e526166,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[1]","""associate"""
601935e2-ef37-4904-a8fe-604aa0724314,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[2]","""bestie"""
7573c3e0-df7c-4a01-a754-5822fd104112,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[3]","""BFF"""
50899fed-225a-4155-8f07-0fd3f4e3f8a2,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[4]","""coach"""
cea02e22-1faf-45e7-b8e4-d69a3c82a29f,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[5]","""colleague"""
5990080b-b670-474e-a3c7-407a75404be5,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[6]","""companion"""
211c83bd-6951-4579-9266-efa710b51342,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[7]","""neighbor"""
39da5b21-a8dd-41e7-9664-d15df66ff7ec,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[8]","""roommate"""
85724481-ac48-474c-98a3-471fd15e5a40,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""friend""].synonyms[9]","""teacher"""
5c8591bb-2b61-4382-bae3-db52ee5237da,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""girlfriend""].value","""girlfriend"""
8b059793-339a-45cd-bff9-49a7d2b53caf,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""girlfriend""].synonyms[0]","""fiancee"""
518deb5d-2607-47d6-8925-1c1f27321ba2,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""girlfriend""].synonyms[1]","""GF"""
8537fe0c-7a53-47d6-aa8f-0b5b50128527,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""husband""].value","""husband"""
edc10a28-8c26-4943-a2c8-64eaaef82e3f,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""mother""].value","""mother"""
d35ec266-dccd-488f-a276-38c071399ab6,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""mother""].synonyms[0]","""mama"""
b4ea1c46-42ff-4099-aefd-6accd63a04ec,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""mother""].synonyms[1]","""mom"""
2e2bb8e1-cb1e-43fc-8f74-1eb9ebd4a0a4,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""mother""].synonyms[2]","""mommy"""
